ra,dec,source_type,z_spec,z_phot_mean,mag_g,mag_r,mag_z
75.9364,-39.1093,REX,-99,0.6043,20.7274,19.6457,18.6776
77.697,-26.6332,SER,-99,0.7617,21.2784,20.4209,19.2975
77.7374,-25.9869,REX,-99,0.8101,21.2455,20.5165,19.3184
77.7797,-56.2512,REX,-99,0.6774,21.0411,20.0607,18.9727
78.131,-22.3539,DEV,-99,0.6365,20.8471,19.8705,18.5355
79.1877,-23.2451,EXP,-99,0.5016,20.8346,19.469,18.5337
79.6489,-31.1827,EXP,-99,0.6246,21.3799,19.6534,18.252
80.2548,-25.5033,DEV,-99,0.2333,18.7337,17.5129,16.6939
80.4854,-52.4509,SER,-99,0.3353,19.7302,18.4643,17.7629
80.626,-49.4992,SER,-99,0.1932,19.8351,19.2552,18.859
80.7408,-53.4115,EXP,-99,0.1966,20.0838,19.3233,18.7717
80.9384,-38.5328,SER,-99,0.3518,20.2201,18.9406,18.2092
80.9402,-18.7626,SER,-99,0.2925,19.7553,18.4474,17.6079
83.6601,-37.221,SER,-99,0.216,19.2665,18.0367,17.3056
83.9072,-55.3412,SER,-99,0.6416,21.479,20.4155,19.4368
84.4726,-35.4498,DEV,-99,0.7499,21.4211,20.1394,18.7219
84.6153,-35.2436,DEV,-99,0.6142,21.1429,19.705,18.4507
84.6569,-29.5834,SER,-99,0.5227,20.1914,18.7955,17.7807
85.2105,-29.862,SER,-99,0.2311,18.8911,17.5509,16.8267
85.2288,-60.5452,SER,-99,0.5043,21.5332,19.5609,18.3053
85.2431,-20.7876,SER,-99,0.8294,22.0008,20.1628,18.2386
85.2652,-25.6386,DEV,-99,0.7112,21.2729,19.9579,18.5323
85.2676,-26.1792,SER,-99,0.4248,22.251,20.8482,19.5181
85.2702,-47.1295,SER,-99,0.2178,18.9416,18.0422,17.4082
85.281,-53.128,SER,-99,0.2244,19.6989,18.5858,17.8694
85.3016,-25.1731,SER,-99,0.4506,22.4093,20.2222,19.0403
85.3018,-60.4937,DEV,-99,0.5784,21.5326,19.6355,18.257
85.3022,-25.1732,SER,-99,0.391,20.4155,18.882,17.3786
85.303,-23.9399,SER,-99,0.156,19.5027,18.9226,18.5095
85.3074,-25.3679,SER,-99,0.2636,20.3665,18.9652,18.1857
85.3114,-35.9528,DEV,-99,0.6118,21.9937,20.6357,19.5788
85.3123,-29.8598,SER,-99,0.3063,19.0437,17.6065,16.6729
85.4184,-25.7629,DEV,-99,0.2524,19.1456,17.7677,16.9929
85.427,-56.2673,SER,-99,0.356,19.9162,18.2416,17.344
85.4275,-61.0383,SER,-99,0.5202,21.6282,19.6935,18.4708
85.4339,-40.3336,SER,-99,0.6342,21.8056,19.8169,18.2728
85.4433,-37.1976,DEV,-99,0.6506,21.7156,19.7637,18.1901
85.462,-36.7287,SER,-99,0.3269,19.5496,17.8695,16.9896
85.4665,-60.036,SER,-99,0.6748,22.3505,20.4549,18.8634
85.4685,-43.2841,SER,-99,0.2586,19.5226,18.1171,17.3091
85.4694,-34.2653,DEV,-99,0.3916,20.2626,18.3944,17.4209
85.4781,-41.7005,REX,-99,0.608,23.0513,21.3493,19.9999
85.4802,-58.8138,SER,-99,0.3437,21.0014,19.4298,18.5549
85.4979,-28.6737,REX,-99,0.4041,21.2654,20.2305,19.4172
85.5042,-42.5692,SER,-99,0.3854,20.7493,18.927,18.0056
85.5078,-60.4561,SER,-99,0.3983,20.5996,18.6459,17.6853
85.5215,-49.371,SER,-99,0.4023,21.0717,19.2341,18.2017
85.5218,-21.6883,SER,-99,0.254,21.0695,20.1291,19.5564
85.5233,-52.5709,SER,-99,0.401,22.729,21.2673,19.728
85.5286,-23.2343,SER,-99,0.1543,19.1388,18.2055,17.5024
85.5331,-41.807,DEV,-99,0.6195,21.9565,19.9883,18.5181
85.5386,-52.6502,SER,-99,0.2563,21.0757,19.8028,18.6093
85.5452,-51.4436,DEV,-99,0.5404,21.4878,19.5504,18.2806
85.5464,-45.1071,SER,-99,0.4079,20.6513,19.4331,18.6006
85.5795,-38.7683,SER,-99,0.2981,20.4426,19.3857,18.6319
85.6016,-27.5868,SER,-99,0.2773,20.0758,19.288,18.7791
85.6317,-19.7867,SER,-99,0.1878,17.9454,16.6756,15.8619
85.6327,-53.4305,SER,-99,0.303,20.2979,18.6959,17.821
85.6395,-47.0931,SER,-99,0.1686,19.5949,19.0934,18.7796
85.6558,-59.2595,SER,-99,0.3027,19.9204,18.3119,17.4869
85.6574,-27.6504,REX,-99,0.5562,20.902,19.719,18.8712
85.6603,-48.2934,REX,-99,0.3851,21.8449,20.3786,19.6407
85.6692,-24.4152,SER,-99,0.2688,19.6404,18.1186,17.3169
85.6754,-29.2333,SER,-99,0.2464,20.156,18.8471,17.9368
85.7047,-59.6736,SER,-99,0.3365,19.894,18.1733,17.1525
85.7086,-41.0001,SER,-99,0.6492,21.5754,19.6036,18.0459
85.715,-21.4611,SER,-99,0.1056,18.8705,17.9089,17.1951
85.7339,-31.4431,SER,-99,0.5184,21.4198,19.5533,18.3864
85.7393,-21.4274,SER,-99,0.593,21.1491,19.3713,18.0077
85.7421,-39.5765,SER,-99,0.3674,21.0472,19.5542,18.6191
85.7438,-28.7728,SER,-99,0.5819,21.2459,19.3633,17.9883
85.7535,-20.4402,SER,-99,0.268,20.0429,18.592,17.8177
85.7537,-57.5324,SER,-99,0.5504,21.8775,20.0329,18.7208
85.7659,-41.2381,DEV,-99,0.6491,21.9394,20.0203,18.4545
85.77,-42.226,SER,-99,0.4034,21.1427,19.5983,18.5664
85.7722,-20.3999,SER,-99,0.3396,20.1695,18.4625,17.5632
85.7746,-47.8973,SER,-99,0.4215,20.2174,18.3006,17.2914
85.7774,-29.9464,REX,-99,0.1891,19.4984,18.8166,18.4127
85.7839,-42.807,SER,-99,0.6694,22.2395,20.2427,18.6477
85.7891,-40.3619,SER,-99,0.4329,20.7815,19.4045,18.5237
85.7901,-48.875,REX,-99,0.7805,22.7003,20.6988,18.9098
85.7913,-39.7347,SER,-99,0.3876,20.4836,19.5683,19.0222
85.798,-42.7876,SER,-99,0.6028,21.8872,20.0507,18.4877
85.8066,-30.0478,SER,-99,0.0595,19.5796,19.335,19.2769
85.8068,-43.5928,DEV,-99,0.7256,22.293,20.2703,18.5537
85.8088,-28.7272,DEV,-99,0.2766,20.7146,19.2619,18.4242
85.8176,-29.5383,SER,-99,0.3321,19.8817,18.1589,17.1078
85.8242,-53.9439,SER,-99,0.2879,20.8579,19.4031,18.5395
85.8328,-48.1415,SER,-99,0.4733,21.4044,19.4821,18.3534
85.8523,-32.4826,SER,-99,0.2788,19.5365,18.6293,17.925
85.8693,-24.484,SER,-99,0.2801,21.4197,19.96,19.1809
85.8704,-24.4868,SER,-99,0.2923,19.4606,17.9276,17.0881
85.8808,-43.6113,SER,-99,0.192,18.9115,17.6944,16.958
85.883,-39.8752,SER,-99,0.4431,20.6122,18.7505,17.6817
85.9005,-46.0432,REX,-99,0.218,19.6677,19.0214,18.6808
85.9441,-50.8859,SER,-99,0.2267,19.3921,18.0638,17.3339
85.9678,-19.5369,SER,-99,0.3155,19.6173,17.9579,17.0541
85.9716,-56.326,SER,-99,0.8006,22.2118,20.2971,18.3703
85.9796,-39.5471,SER,-99,0.6129,20.6615,19.5394,18.4804
86.0073,-27.826,SER,-99,0.4794,20.3945,18.4739,17.3529
86.0132,-21.1563,SER,-99,0.3431,21.7396,20.3907,18.7051
86.0703,-21.5493,SER,-99,0.6449,22.3884,20.5362,19.03
86.0708,-21.5494,SER,-99,0.677,22.6909,20.6821,19.1059
86.092,-52.7374,SER,-99,0.259,20.5885,19.2897,17.6908
86.1217,-19.6484,SER,-99,0.5973,20.8243,18.8952,17.4402
86.1231,-26.6763,SER,-99,0.0864,19.2873,19.0573,18.8417
86.1483,-27.1347,SER,-99,0.2722,18.8193,17.2897,16.4831
86.1608,-57.813,SER,-99,0.4149,21.0735,19.109,18.1165
86.1613,-31.6234,EXP,-99,0.2598,19.8606,18.5756,17.8548
86.1698,-29.8608,SER,-99,0.5473,21.2587,19.3977,18.1399
86.1742,-51.0178,SER,-99,0.292,21.0603,19.6015,18.7825
86.1948,-30.5968,REX,-99,0.3914,21.2132,20.2661,18.7643
86.206,-54.1746,SER,-99,0.3799,20.4004,18.5698,17.6122
86.2139,-43.0625,SER,-99,0.6257,21.8605,19.9798,18.5393
86.2333,-20.56,SER,-99,0.2818,19.0474,17.5525,16.6603
86.2355,-51.5715,SER,-99,0.3475,21.2235,19.669,18.7447
86.2602,-18.3884,DEV,-99,0.4688,20.3486,18.7907,17.5969
86.2641,-44.548,DEV,-99,0.6369,21.7198,19.7518,18.215
86.2659,-22.1015,SER,-99,0.3746,20.3275,18.5816,17.6663
86.2664,-44.8017,SER,-99,0.2635,20.5501,19.1583,18.4353
86.2665,-22.1015,SER,-99,0.2774,20.7229,19.7537,19.1959
86.2765,-36.586,DEV,-99,0.2517,19.5102,18.114,17.3431
86.2842,-21.1572,SER,-99,0.6071,21.1401,19.3552,17.9173
86.2846,-21.1565,DEV,-99,0.6074,22.1632,20.396,19.0215
86.3085,-20.5268,REX,-99,0.2289,20.6579,19.3464,18.6184
86.3124,-43.8079,SER,-99,0.283,20.4264,19.3907,18.6181
86.3133,-25.1156,SER,-99,0.2503,19.678,18.3182,17.3853
86.3163,-59.5425,SER,-99,0.5313,21.3689,20.3423,19.5522
86.3309,-21.0701,SER,-99,0.5843,21.2316,19.2995,17.8976
86.333,-47.9605,SER,-99,0.1436,18.4714,17.3979,16.6835
86.3441,-38.0343,DEV,-99,0.5469,22.4271,20.6203,19.4245
86.345,-38.0344,SER,-99,0.4866,20.5433,18.637,17.4448
86.349,-28.3023,DEV,-99,0.805,21.6998,20.7393,19.1203
86.3501,-47.0034,SER,-99,0.4439,22.4745,20.5711,19.5522
86.3658,-24.4333,SER,-99,0.3241,22.1133,20.6762,18.9444
86.3788,-32.6342,DEV,-99,0.4272,22.563,20.6424,19.7027
86.3935,-32.6555,REX,-99,0.4401,21.0119,19.6502,18.8399
86.4032,-35.9747,SER,-99,0.2489,20.0799,19.3419,18.8792
86.4096,-56.7236,SER,-99,0.6151,21.7227,19.7921,18.279
86.4727,-31.5476,SER,-99,0.4954,21.2506,19.3573,18.2366
86.5028,-39.0838,SER,-99,0.6254,22.1121,20.294,18.8439
86.5029,-29.6111,DEV,-99,0.6711,23.3251,21.434,19.9001
86.5029,-58.5054,SER,-99,0.4327,20.9315,19.3087,18.1047
86.5036,-29.6116,SER,-99,0.6854,22.0255,20.0504,18.4555
86.513,-19.9995,SER,-99,0.6057,21.5137,19.5233,18.0364
86.5186,-52.521,SER,-99,0.3044,20.3067,18.8517,17.8924
86.5462,-50.1198,SER,-99,0.6426,20.9312,19.9143,18.9453
86.5472,-29.6171,DEV,-99,0.8701,23.973,21.4816,19.5051
86.5648,-38.2388,SER,-99,0.6397,21.9673,20.8463,19.8844
87.0629,-37.1191,SER,-99,0.7979,21.2894,20.6934,19.7983
88.4093,-29.1801,DEV,-99,0.711,22.4382,21.1101,19.701
88.4155,-25.8338,SER,-99,0.4147,21.8132,20.6014,19.783
88.4703,-46.4033,SER,-99,0.7261,21.7825,19.7011,17.9369
88.4738,-43.3976,SER,-99,0.3247,20.4047,19.2101,18.3643
88.4805,-30.7861,SER,-99,0.3056,21.1676,19.8433,18.772
88.4944,-22.1887,SER,-99,0.2574,20.3741,19.345,18.4099
88.521,-29.7293,SER,-99,0.2183,20.5522,19.5381,17.9747
88.5625,-46.2606,SER,-99,0.6237,21.4714,19.5934,18.1043
88.5641,-58.8486,DEV,-99,0.8328,22.7711,21.5145,19.6469
88.5673,-23.8047,SER,-99,0.2654,19.9965,19.068,18.5276
88.5857,-51.3876,SER,-99,0.2845,21.1003,19.7446,19.0244
88.608,-49.1116,SER,-99,0.6129,21.4906,19.7113,18.2566
88.6152,-48.9034,SER,-99,1.0259,24.1609,22.0406,19.794
88.6338,-54.0836,SER,-99,0.5259,21.3338,19.2967,17.9837
88.6394,-50.7336,SER,-99,0.5963,22.4497,20.5148,19.0847
88.6413,-24.3532,SER,-99,0.6316,21.5374,19.6597,18.1366
88.6471,-32.8732,SER,-99,0.2308,18.0703,16.6684,15.9
88.6494,-26.4632,SER,-99,0.6154,21.3809,19.6992,18.288
88.6508,-26.4406,REX,-99,0.4474,22.457,20.5943,19.5834
88.6537,-26.4646,SER,-99,0.5991,21.5006,19.6618,18.2651
88.6568,-34.5961,SER,-99,0.5228,21.5852,19.6146,18.3804
88.6591,-24.8039,SER,-99,0.127,17.5349,16.4764,15.7311
88.6847,-41.6954,SER,-99,0.3318,20.1152,18.4327,17.551
88.6925,-26.3315,SER,-99,0.3383,19.9685,18.4683,17.5943
88.6976,-45.4946,DEV,-99,0.3024,18.73,17.0801,16.2275
88.6984,-27.6707,SER,-99,0.6235,21.9018,20.7043,19.696
88.7145,-54.9487,SER,-99,0.4159,20.112,18.1792,17.1705
88.7207,-40.6144,SER,-99,0.6347,21.9783,20.1203,18.6395
88.7216,-46.7493,DEV,-99,0.2546,20.42,18.9853,18.2094
88.746,-24.8679,EXP,-99,0.358,22.0723,20.8513,19.9753
88.7544,-56.1317,SER,-99,0.2478,20.0422,19.291,18.8203
88.7729,-22.9163,EXP,-99,0.0739,19.9073,20.1498,19.9355
88.775,-50.6858,SER,-99,0.2443,18.5465,17.0919,16.3168
88.7854,-55.8258,REX,-99,0.254,19.6229,18.2935,17.5264
88.8045,-39.6599,SER,-99,0.3999,20.8039,18.9535,17.9859
88.8123,-50.1845,SER,-99,0.3251,19.6195,18.5192,17.7431
88.8175,-28.1651,SER,-99,0.5719,21.5612,19.6696,18.3332
88.8251,-24.9629,REX,-99,0.7349,22.5806,20.9829,19.438
88.9143,-26.1791,SER,-99,0.0482,18.4843,18.0997,17.8591
88.9332,-24.2649,DEV,-99,0.5565,22.2324,20.7351,19.6958
88.9478,-33.2583,SER,-99,0.6495,22.8352,20.9403,19.4572
88.9871,-34.94,DEV,-99,0.1977,19.7577,18.5822,17.7353
88.9938,-24.3529,SER,-99,0.3315,24.0099,21.0206,19.8658
89.0009,-28.7032,REX,-99,0.0612,18.4776,18.0041,17.6677
89.0117,-42.7646,SER,-99,0.2753,19.4192,17.9158,17.0877
89.0173,-47.1139,SER,-99,0.206,17.9022,16.5906,15.8033
89.026,-28.8461,SER,-99,0.582,21.6861,20.1026,18.9267
89.0396,-57.3138,SER,-99,0.4318,20.9364,19.0099,17.9487
89.0476,-41.3233,DEV,-99,0.7218,23.2433,21.1399,19.4482
89.0551,-37.0157,DEV,-99,1.0902,25.1705,22.3271,19.8729
89.0552,-59.1529,REX,-99,0.2023,20.1579,19.4629,19.0213
89.0599,-29.0688,SER,-99,0.4346,21.3649,19.5277,18.3775
89.0814,-24.7529,SER,-99,0.6211,21.7289,19.958,18.5388
89.0911,-49.588,SER,-99,0.3428,20.2399,18.681,17.7454
89.0975,-57.1115,DEV,-99,0.707,22.8658,20.7465,19.0556
89.1196,-35.4075,DEV,-99,0.6539,21.9851,19.9877,18.3893
89.1334,-54.7404,SER,-99,0.0684,18.8931,18.4408,18.138
89.1496,-60.3445,SER,-99,0.3484,19.8193,18.152,17.2933
89.1542,-33.5984,SER,-99,0.5877,20.8249,18.8911,17.4716
89.1632,-22.0872,SER,-99,0.332,19.346,17.631,16.7366
89.18,-45.5872,SER,-99,0.3413,19.9949,19.0195,18.3205
89.1966,-56.7777,SER,-99,0.6394,22.0933,20.0325,18.4498
89.2107,-34.3129,DEV,-99,0.1829,18.896,17.7061,16.9674
89.2296,-60.7664,SER,-99,0.5752,23.5594,20.9654,19.4802
89.2305,-60.7664,SER,-99,0.2479,20.6302,19.2431,18.327
89.238,-50.1558,SER,-99,0.3272,20.8236,20.1105,19.6442
89.2388,-33.6568,DEV,-99,0.4887,22.359,20.6096,19.5185
89.2571,-33.4269,SER,-99,0.1618,19.2072,18.1002,17.3895
89.2581,-30.4318,SER,-99,0.1381,17.692,16.6453,15.9436
89.2682,-43.963,SER,-99,0.4444,20.5249,18.6614,17.62
89.2719,-56.5635,SER,-99,0.6082,21.5871,19.621,18.0978
89.2769,-28.7843,SER,-99,0.361,20.6696,19.1233,18.1591
89.2888,-26.5449,SER,-99,0.244,19.3146,17.9194,17.1713
89.3067,-56.547,SER,-99,0.6493,22.5525,20.6049,19.0198
89.3106,-25.7757,SER,-99,0.491,20.7266,18.8038,17.6656
89.3139,-53.7596,SER,-99,0.6242,22.4286,20.4737,18.9443
89.3197,-29.9076,DEV,-99,0.9416,23.5406,21.089,18.9902
89.3306,-48.6755,SER,-99,0.4521,20.6308,19.4573,18.7339
89.3313,-37.7084,SER,-99,0.2885,20.9509,20.1272,19.5462
89.3319,-37.7089,DEV,-99,0.6814,23.3527,21.2399,19.6106
89.3337,-37.7054,SER,-99,0.3986,19.4679,17.5685,16.6135
89.3347,-40.2819,SER,-99,0.3246,21.427,19.947,18.1147
89.3403,-48.673,SER,-99,0.5158,21.8319,19.8781,18.647
89.3419,-50.7165,SER,-99,0.2205,20.1357,19.3891,18.9109
89.344,-56.7116,SER,-99,0.174,19.7534,18.6247,17.8327
89.3464,-50.6491,SER,-99,0.4559,21.1834,19.3196,18.2531
89.3839,-23.1388,REX,-99,0.3915,22.1649,20.4633,19.5437
89.4043,-33.9022,SER,-99,0.1594,17.6932,16.5099,15.6824
89.4253,-58.1178,SER,-99,0.5568,22.0682,20.1281,18.813
89.4285,-58.1168,SER,-99,0.5421,20.6463,18.6777,17.3321
89.4286,-26.5831,REX,-99,0.3699,20.5176,19.5803,18.9807
89.4333,-26.5895,DEV,-99,0.453,22.7861,21.0027,19.9937
89.4587,-54.7668,SER,-99,0.7725,23.3408,21.173,19.2559
89.4621,-24.552,SER,-99,0.5645,21.0543,19.8083,18.6772
89.4676,-53.5852,SER,-99,0.6205,22.5164,20.5618,19.0709
89.4882,-42.1553,SER,-99,0.6376,21.5286,19.6302,18.0982
89.4979,-43.5507,SER,-99,0.3498,20.444,18.7409,17.7689
89.5038,-30.1359,SER,-99,0.3266,19.3963,17.6885,16.8052
89.5121,-37.6226,REX,-99,0.6575,20.6977,20.1279,19.0868
89.5178,-32.5969,SER,-99,0.5953,21.2821,19.3235,17.8883
89.5206,-25.0142,REX,-99,0.2394,19.5464,18.8932,18.4242
89.5494,-23.1507,SER,-99,0.4323,20.5791,19.6315,19.0581
89.5497,-36.3251,DEV,-99,0.61,21.4209,19.5484,18.0514
89.5519,-39.0311,SER,-99,0.6057,21.9833,20.0536,18.5969
89.5622,-33.7857,SER,-99,0.2485,20.1527,18.7466,17.9924
89.57,-30.9485,SER,-99,0.7081,22.7309,21.0207,19.4055
89.5861,-25.0102,SER,-99,0.4053,20.4776,19.5447,18.8635
89.5901,-58.3437,EXP,-99,0.2817,20.3899,19.5937,19.0152
89.5934,-53.0578,SER,-99,0.6047,21.4343,19.5097,18.0106
89.5986,-58.1648,DEV,-99,0.2558,20.7843,19.2342,17.8416
89.6071,-44.1077,SER,-99,0.8026,21.2971,20.3965,19.0629
89.6099,-29.1307,REX,-99,0.7144,21.3326,20.5516,19.772
89.6103,-41.0446,SER,-99,0.2472,20.0644,19.3197,18.8917
89.6274,-25.8484,SER,-99,0.291,20.2315,18.6785,17.859
89.6295,-39.2946,SER,-99,0.3891,21.7165,19.7175,18.7753
89.6299,-39.2947,SER,-99,0.1611,18.6455,17.6532,16.9268
89.6406,-24.2096,SER,-99,0.2609,19.7284,18.6244,17.8008
89.6575,-41.8583,SER,-99,0.7442,22.3012,20.4526,18.7416
89.6666,-38.4501,SER,-99,0.2707,20.3731,19.5762,19.0698
89.6846,-35.4781,SER,-99,0.3717,20.6557,19.6329,18.9955
89.7038,-56.0578,SER,-99,0.5724,20.6338,18.7685,17.4003
89.7352,-24.8183,SER,-99,0.2635,18.3358,16.8144,15.9875
89.7395,-58.3039,DEV,-99,0.501,20.4643,19.1436,18.102
89.7458,-35.9966,SER,-99,0.4004,21.0246,19.3016,18.3361
89.7614,-26.5068,DEV,-99,0.2985,20.3563,18.7343,17.8724
89.7741,-40.2963,SER,-99,0.3072,19.867,18.4377,17.5261
89.8174,-30.9061,SER,-99,0.5379,21.1221,19.2734,18.046
89.822,-44.7908,REX,-99,0.2416,19.4499,18.1895,17.5257
89.8239,-44.7899,REX,-99,0.4868,20.8398,19.6274,19.0281
89.8388,-47.3881,SER,-99,0.0408,19.72,19.3172,19.121
89.8613,-59.7163,SER,-99,0.7059,21.7174,20.4628,19.2065
89.8697,-25.6229,SER,-99,0.6114,22.0451,20.3102,18.9564
89.8781,-27.1583,SER,-99,0.5909,21.6372,19.8449,18.5646
89.8834,-31.4383,SER,-99,0.5869,23.0137,21.47,19.5554
89.8931,-24.1028,SER,-99,0.7197,21.6994,19.6686,17.9443
89.9072,-22.7417,SER,-99,0.3506,21.1357,19.4566,18.5195
89.9157,-46.1892,DEV,-99,0.7144,22.3922,20.253,18.5144
89.9563,-35.6701,DEV,-99,0.8034,22.1152,20.6727,18.9714
89.963,-33.8585,SER,-99,0.2117,18.4642,17.2118,16.4909
89.964,-43.296,SER,-99,0.4881,23.4596,21.0926,19.9442
89.9963,-29.3992,SER,-99,0.3037,19.9374,18.3847,17.5543
90.0001,-46.3001,DEV,-99,0.6621,22.3223,20.232,18.6516
90.0437,-27.9801,SER,-99,0.6058,21.4691,19.6309,18.1929
90.0441,-27.9794,DEV,-99,0.6327,22.7922,21.0641,19.6473
90.0543,-43.8917,SER,-99,0.3151,19.3026,17.6271,16.7143
90.0685,-41.5457,SER,-99,0.0877,17.2932,16.6761,16.2368
90.0697,-27.4128,SER,-99,0.582,22.5891,21.0014,19.5217
90.0747,-50.0869,SER,-99,0.2561,19.9656,18.825,18.0895
90.0817,-43.8956,DEV,-99,0.3356,19.9458,18.1963,17.26
90.089,-28.2658,SER,-99,0.3292,21.147,19.8121,18.294
90.0906,-52.836,REX,-99,0.6894,22.6933,20.7402,19.1211
90.0936,-45.0686,SER,-99,0.4794,20.6468,18.7176,17.5914
90.0953,-33.4449,SER,-99,0.2343,20.0577,19.3811,18.9682
90.1052,-34.4797,DEV,-99,0.7272,22.4178,20.564,18.8962
90.1099,-25.3721,DEV,-99,0.5228,21.1416,19.2857,18.0911
90.1351,-38.5461,EXP,-99,0.3941,20.3986,19.0771,18.1959
90.1435,-34.7951,SER,-99,0.3689,19.8507,18.0367,17.1311
90.1583,-31.6256,SER,-99,0.1996,19.2324,18.103,17.386
90.1599,-22.987,EXP,-99,0.5665,21.0326,19.8332,18.9506
90.1614,-22.9871,DEV,-99,0.4228,19.8695,18.0102,16.8077
90.1639,-22.9101,SER,-99,0.2841,20.5232,19.5292,18.7584
90.1803,-54.3944,SER,-99,0.182,18.6833,17.4074,16.5847
90.1934,-34.5672,SER,-99,0.3042,19.5715,17.9952,17.1647
90.1954,-35.0908,SER,-99,0.5259,21.1037,19.1479,17.9239
90.2547,-43.0812,SER,-99,0.2487,18.7733,17.3159,16.52
90.295,-45.3866,DEV,-99,0.6312,22.7986,20.9638,19.5241
90.3017,-43.1447,SER,-99,0.5692,21.1646,19.2851,17.9249
90.328,-58.7036,REX,-99,0.6254,22.3432,20.6437,19.3532
90.3302,-58.6941,SER,-99,0.6468,22.1305,20.2278,18.7533
90.3457,-33.664,SER,-99,0.2314,20.2643,19.8061,19.6272
90.3464,-33.6632,SER,-99,0.2995,19.7847,18.2193,17.4128
90.374,-35.1307,EXP,-99,0.2484,20.5597,19.8328,19.4138
90.3741,-56.5325,SER,-99,0.2278,20.127,19.326,18.9042
90.3924,-50.5331,SER,-99,0.2873,20.076,18.561,17.6977
90.3959,-40.886,SER,-99,0.2519,18.6971,17.1992,16.3904
90.3994,-58.3317,SER,-99,0.6332,21.7352,19.8241,18.3049
90.4101,-42.4196,REX,-99,0.6247,23.0946,21.1884,19.6972
90.4153,-24.5983,SER,-99,0.4314,20.9793,19.1157,18.1002
90.4174,-57.1276,SER,-99,0.4677,21.2712,19.1733,18.0644
90.4177,-47.1774,SER,-99,0.6177,21.484,19.6225,18.1635
90.4256,-40.7527,DEV,-99,0.6735,22.4205,21.034,19.6904
90.4394,-44.238,SER,-99,0.2387,19.5169,18.0167,17.1069
90.4585,-31.1895,SER,-99,0.19,18.3776,17.1762,16.4517
90.4595,-34.1634,DEV,-99,0.841,22.567,20.5904,18.6087
90.4645,-28.7332,EXP,-99,0.5368,21.2129,20.2346,19.543
90.5123,-33.4068,SER,-99,0.2713,19.8821,18.414,17.5602
90.515,-41.1693,SER,-99,0.4663,22.6218,21.1599,19.3244
90.5379,-28.0712,DEV,-99,0.2722,19.131,17.7486,16.8546
90.5646,-46.8241,SER,-99,0.8651,23.4291,21.368,19.3127
90.5661,-38.7813,SER,-99,0.4719,21.1939,19.9518,19.0895
90.5686,-37.6829,SER,-99,0.6781,22.7643,20.788,19.1811
90.5774,-34.4407,REX,-99,0.4294,20.6826,19.1445,18.2241
90.591,-43.4481,SER,-99,0.3754,22.3688,20.943,19.6342
90.6148,-58.1934,SER,-99,0.6783,21.5136,20.3964,19.3406
90.6169,-46.9968,REX,-99,0.3076,20.3841,19.3487,18.5864
90.6224,-46.3771,SER,-99,0.2325,19.2888,17.9011,17.107
90.6227,-46.3778,SER,-99,0.796,22.5364,21.4434,19.8988
90.6285,-48.7436,SER,-99,0.196,18.5728,17.5145,16.8584
90.6472,-52.5798,DEV,-99,0.5202,21.1832,19.2506,18.0202
90.6491,-42.0366,DEV,-99,0.5974,22.7598,20.8492,19.4668
90.6594,-55.4149,REX,-99,0.2474,20.1344,19.3691,18.9065
90.6627,-46.8855,SER,-99,0.6097,21.7819,19.9375,18.4907
90.663,-52.6132,EXP,-99,0.5052,21.6436,19.7567,18.5349
90.6774,-59.4765,DEV,-99,0.8401,23.2262,21.2608,19.3449
90.6794,-58.3986,SER,-99,0.356,20.7636,19.3962,17.92
90.6799,-33.5576,SER,-99,0.3622,20.9509,19.2755,18.4498
90.6843,-51.6692,DEV,-99,0.3605,20.1831,18.4477,17.5675
90.6864,-31.9899,SER,-99,0.6546,21.2387,20.4458,19.6706
90.7035,-34.9807,SER,-99,0.446,20.9548,19.1964,18.0049
90.7136,-46.7603,EXP,-99,0.1745,19.7763,19.2997,19.0088
90.7144,-33.7066,SER,-99,0.3194,20.0348,18.8248,17.9597
90.7197,-29.3147,SER,-99,0.5387,20.795,18.7897,17.4938
90.7249,-38.8698,SER,-99,0.2634,18.8143,17.2916,16.4998
90.7311,-35.13,REX,-99,0.2727,19.5542,18.3462,17.5607
90.7344,-46.5897,SER,-99,0.1943,19.5202,18.9204,18.5456
90.7364,-59.6366,SER,-99,0.398,20.2525,18.457,17.564
90.7371,-59.6373,SER,-99,0.2507,20.5944,19.9267,19.5045
90.7382,-61.9218,EXP,-99,0.3924,21.8435,20.4267,19.4542
90.7384,-59.6347,DEV,-99,0.4587,22.5755,20.7714,19.8153
90.7407,-61.9222,DEV,-99,0.3558,19.8904,18.1144,17.2083
90.7598,-54.2426,SER,-99,0.2993,20.8517,19.295,18.4675
90.7772,-46.5265,SER,-99,0.3363,19.2592,17.5123,16.6015
90.7833,-42.1111,SER,-99,0.2599,20.1842,19.3895,18.7063
90.7987,-42.9524,SER,-99,0.6032,22.2792,20.8068,19.5746
90.8081,-61.6976,SER,-99,0.1701,17.9737,16.8083,16.0779
90.8083,-29.5607,DEV,-99,0.3575,20.2041,18.4066,17.4077
90.8388,-52.2732,REX,-99,0.3047,20.0802,19.1454,18.411
90.8474,-48.4753,SER,-99,0.6583,23.6316,21.9463,19.8856
90.8477,-46.265,SER,-99,0.1838,18.9324,18.0127,17.3352
90.849,-56.2561,SER,-99,0.3726,19.3291,17.4495,16.5055
90.8761,-36.2733,SER,-99,0.5981,21.8766,19.9429,18.5312
